t_sec x_m y_m z_m vx_ms vy_ms vz_ms
295757.3050 -116957366.7557 -309844902.7175 -28695719.1607 -92.7260 -811.1410 -71.7565
295817.3051 -116962928.5685 -309893565.1086 -28700024.0094 -92.6677 -810.9387 -71.7385
295877.3050 -116968486.8835 -309942215.3619 -28704327.7763 -92.6094 -810.7364 -71.7204
295937.3051 -116974041.7033 -309990853.4805 -28708630.4617 -92.5512 -810.5342 -71.7024
295997.3051 -116979593.0306 -310039479.4678 -28712932.0660 -92.4930 -810.3320 -71.6844
296057.3051 -116985140.8681 -310088093.3271 -28717232.5895 -92.4349 -810.1299 -71.6664
296117.3051 -116990685.2183 -310136695.0616 -28721532.0325 -92.3768 -809.9279 -71.6484
296177.3051 -116996226.0839 -310185284.6745 -28725830.3955 -92.3187 -809.7259 -71.6304
296237.3051 -117001763.4675 -310233862.1693 -28730127.6788 -92.2607 -809.5239 -71.6124
296297.3051 -117007297.3718 -310282427.5490 -28734423.8827 -92.2028 -809.3221 -71.5944
296357.3051 -117012827.7995 -310330980.8170 -28738719.0076 -92.1448 -809.1202 -71.5764
296417.3050 -117018354.7531 -310379521.9765 -28743013.0538 -92.0870 -808.9184 -71.5584
296477.3051 -117023878.2354 -310428051.0309 -28747306.0217 -92.0291 -808.7167 -71.5405
296537.3051 -117029398.2489 -310476567.9833 -28751597.9116 -91.9713 -808.5150 -71.5225
296597.3051 -117034914.7963 -310525072.8369 -28755888.7240 -91.9136 -808.3134 -71.5046
296657.3051 -117040427.8802 -310573565.5951 -28760178.4590 -91.8559 -808.1119 -71.4866
296717.3050 -117045937.5032 -310622046.2612 -28764467.1172 -91.7982 -807.9103 -71.4687
296777.3051 -117051443.6681 -310670514.8382 -28768754.6988 -91.7406 -807.7089 -71.4507
296837.3051 -117056946.3775 -310718971.3295 -28773041.2042 -91.6830 -807.5075 -71.4328
296897.3051 -117062445.6339 -310767415.7384 -28777326.6338 -91.6255 -807.3061 -71.4149
296957.3051 -117067941.4401 -310815848.0680 -28781610.9878 -91.5680 -807.1049 -71.3969
297017.3051 -117073433.7986 -310864268.3217 -28785894.2667 -91.5106 -806.9036 -71.3790
297077.3050 -117078922.7122 -310912676.5026 -28790176.4708 -91.4532 -806.7024 -71.3611
297137.3051 -117084408.1834 -310961072.6139 -28794457.6004 -91.3958 -806.5013 -71.3432
297197.3051 -117089890.2148 -311009456.6589 -28798737.6559 -91.3385 -806.3002 -71.3253
297257.3051 -117095368.8092 -311057828.6408 -28803016.6377 -91.2813 -806.0992 -71.3074
297317.3051 -117100843.9692 -311106188.5629 -28807294.5461 -91.2241 -805.8982 -71.2895
297377.3050 -117106315.6974 -311154536.4284 -28811571.3814 -91.1669 -805.6973 -71.2716
297437.3051 -117111783.9964 -311202872.2404 -28815847.1440 -91.1098 -805.4964 -71.2538
297497.3051 -117117248.8688 -311251196.0022 -28820121.8343 -91.0527 -805.2956 -71.2359
297557.3051 -117122710.3174 -311299507.7171 -28824395.4526 -90.9956 -805.0949 -71.2180
297617.3051 -117128168.3448 -311347807.3882 -28828667.9992 -90.9386 -804.8942 -71.2002
297677.3051 -117133622.9535 -311396095.0188 -28832939.4744 -90.8817 -804.6935 -71.1823
297737.3051 -117139074.1463 -311444370.6120 -28837209.8788 -90.8248 -804.4929 -71.1645
297797.3051 -117144521.9257 -311492634.1711 -28841479.2125 -90.7679 -804.2924 -71.1466
297857.3051 -117149966.2944 -311540885.6993 -28845747.4759 -90.7111 -804.0919 -71.1288
297917.3050 -117155407.2551 -311589125.1997 -28850014.6695 -90.6543 -803.8915 -71.1110
297977.3051 -117160844.8103 -311637352.6756 -28854280.7935 -90.5976 -803.6911 -71.0932
298037.3051 -117166278.9627 -311685568.1302 -28858545.8482 -90.5409 -803.4907 -71.0753
298097.3051 -117171709.7150 -311733771.5667 -28862809.8341 -90.4842 -803.2905 -71.0575
298157.3051 -117177137.0698 -311781962.9882 -28867072.7514 -90.4276 -803.0903 -71.0397
298217.3051 -117182561.0297 -311830142.3980 -28871334.6006 -90.3711 -802.8901 -71.0219
298277.3051 -117187981.5974 -311878309.7993 -28875595.3820 -90.3145 -802.6900 -71.0041
298337.3051 -117193398.7754 -311926465.1951 -28879855.0958 -90.2581 -802.4899 -70.9863
298397.3051 -117198812.5665 -311974608.5888 -28884113.7426 -90.2016 -802.2899 -70.9686
298457.3050 -117204222.9733 -312022739.9836 -28888371.3225 -90.1453 -802.0899 -70.9508
298517.3051 -117209629.9983 -312070859.3824 -28892627.8360 -90.0889 -801.8900 -70.9330
298577.3050 -117215033.6443 -312118966.7887 -28896883.2834 -90.0326 -801.6902 -70.9152
298637.3051 -117220433.9138 -312167062.2055 -28901137.6651 -89.9764 -801.4904 -70.8975
298697.3051 -117225830.8096 -312215145.6360 -28905390.9813 -89.9202 -801.2906 -70.8797
298757.3051 -117231224.3342 -312263217.0834 -28909643.2325 -89.8640 -801.0909 -70.8620
298817.3051 -117236614.4903 -312311276.5509 -28913894.4190 -89.8079 -800.8913 -70.8442
298877.3051 -117242001.2805 -312359324.0416 -28918144.5412 -89.7518 -800.6917 -70.8265
298937.3051 -117247384.7074 -312407359.5587 -28922393.5993 -89.6958 -800.4922 -70.8088
298997.3051 -117252764.7738 -312455383.1053 -28926641.5937 -89.6398 -800.2927 -70.7910
299057.3051 -117258141.4821 -312503394.6847 -28930888.5248 -89.5838 -800.0933 -70.7733
299117.3050 -117263514.8352 -312551394.2999 -28935134.3929 -89.5279 -799.8939 -70.7556
299177.3051 -117268884.8355 -312599381.9542 -28939379.1984 -89.4721 -799.6946 -70.7379
299237.3051 -117274251.4857 -312647357.6506 -28943622.9416 -89.4163 -799.4953 -70.7202
299297.3051 -117279614.7885 -312695321.3924 -28947865.6228 -89.3605 -799.2961 -70.7025
299357.3051 -117284974.7465 -312743273.1827 -28952107.2424 -89.3048 -799.0969 -70.6848
299417.3050 -117290331.3623 -312791213.0246 -28956347.8008 -89.2491 -798.8978 -70.6671
299477.3051 -117295684.6386 -312839140.9213 -28960587.2982 -89.1935 -798.6988 -70.6495
299537.3051 -117301034.5779 -312887056.8760 -28964825.7351 -89.1379 -798.4997 -70.6318
299597.3051 -117306381.1831 -312934960.8917 -28969063.1118 -89.0823 -798.3008 -70.6141
299657.3051 -117311724.4565 -312982852.9716 -28973299.4285 -89.0268 -798.1019 -70.5964
299717.3051 -117317064.4010 -313030733.1189 -28977534.6858 -88.9713 -797.9030 -70.5788
299777.3050 -117322401.0192 -313078601.3367 -28981768.8838 -88.9159 -797.7042 -70.5611
299837.3051 -117327734.3136 -313126457.6281 -28986002.0230 -88.8606 -797.5055 -70.5435
299897.3051 -117333064.2869 -313174301.9962 -28990234.1036 -88.8052 -797.3068 -70.5259
299957.3051 -117338390.9417 -313222134.4442 -28994465.1261 -88.7499 -797.1081 -70.5082
300017.3051 -117343714.2808 -313269954.9752 -28998695.0908 -88.6947 -796.9096 -70.4906
300077.3050 -117349034.3066 -313317763.5924 -29002923.9980 -88.6395 -796.7110 -70.4730
300137.3051 -117354351.0219 -313365560.2988 -29007151.8481 -88.5843 -796.5125 -70.4554
300197.3051 -117359664.4293 -313413345.0975 -29011378.6413 -88.5292 -796.3141 -70.4377
300257.3051 -117364974.5314 -313461117.9918 -29015604.3781 -88.4742 -796.1157 -70.4201
300317.3051 -117370281.3308 -313508878.9847 -29019829.0588 -88.4191 -795.9174 -70.4025
300377.3051 -117375584.8302 -313556628.0793 -29024052.6837 -88.3642 -795.7191 -70.3850
300437.3051 -117380885.0323 -313604365.2787 -29028275.2532 -88.3092 -795.5209 -70.3674
300497.3051 -117386181.9395 -313652090.5860 -29032496.7676 -88.2543 -795.3227 -70.3498
300557.3051 -117391475.5547 -313699804.0045 -29036717.2273 -88.1995 -795.1246 -70.3322
300617.3050 -117396765.8804 -313747505.5370 -29040936.6326 -88.1447 -794.9265 -70.3146
300677.3051 -117402052.9193 -313795195.1869 -29045154.9838 -88.0899 -794.7285 -70.2971
300737.3051 -117407336.6740 -313842872.9570 -29049372.2812 -88.0352 -794.5305 -70.2795
300797.3051 -117412617.1471 -313890538.8507 -29053588.5253 -87.9806 -794.3326 -70.2620
300857.3051 -117417894.3412 -313938192.8709 -29057803.7164 -87.9259 -794.1347 -70.2444
300917.3051 -117423168.2591 -313985835.0208 -29062017.8548 -87.8713 -793.9369 -70.2269
300977.3051 -117428438.9032 -314033465.3034 -29066230.9408 -87.8168 -793.7392 -70.2093
301037.3051 -117433706.2764 -314081083.7218 -29070442.9748 -87.7623 -793.5415 -70.1918
301097.3051 -117438970.3811 -314128690.2791 -29074653.9571 -87.7079 -793.3438 -70.1743
301157.3050 -117444231.2201 -314176284.9785 -29078863.8881 -87.6534 -793.1462 -70.1568
301217.3051 -117449488.7960 -314223867.8230 -29083072.7681 -87.5991 -792.9486 -70.1392
301277.3050 -117454743.1113 -314271438.8156 -29087280.5974 -87.5448 -792.7511 -70.1217
301337.3051 -117459994.1689 -314318997.9595 -29091487.3764 -87.4905 -792.5537 -70.1042
301397.3051 -117465241.9711 -314366545.2577 -29095693.1055 -87.4363 -792.3563 -70.0867
301457.3051 -117470486.5208 -314414080.7133 -29099897.7849 -87.3821 -792.1589 -70.0692
301517.3051 -117475727.8206 -314461604.3294 -29104101.4150 -87.3279 -791.9616 -70.0518
301577.3051 -117480965.8730 -314509116.1091 -29108303.9961 -87.2738 -791.7644 -70.0343
301637.3051 -117486200.6808 -314556616.0554 -29112505.5287 -87.2198 -791.5672 -70.0168
301697.3051 -117491432.2465 -314604104.1714 -29116706.0129 -87.1658 -791.3700 -69.9993
301757.3051 -117496660.5728 -314651580.4601 -29120905.4493 -87.1118 -791.1729 -69.9819
301817.3050 -117501885.6623 -314699044.9247 -29125103.8380 -87.0579 -790.9759 -69.9644
301877.3051 -117507107.5177 -314746497.5681 -29129301.1794 -87.0040 -790.7789 -69.9470
301937.3051 -117512326.1416 -314793938.3935 -29133497.4740 -86.9502 -790.5820 -69.9295
301997.3051 -117517541.5366 -314841367.4038 -29137692.7219 -86.8964 -790.3851 -69.9121
302057.3051 -117522753.7054 -314888784.6022 -29141886.9236 -86.8426 -790.1882 -69.8946
302117.3050 -117527962.6506 -314936189.9918 -29146080.0794 -86.7889 -789.9914 -69.8772
302177.3051 -117533168.3749 -314983583.5754 -29150272.1896 -86.7352 -789.7947 -69.8598
302237.3051 -117538370.8808 -315030965.3563 -29154463.2546 -86.6816 -789.5980 -69.8424
302297.3051 -117543570.1710 -315078335.3374 -29158653.2747 -86.6281 -789.4014 -69.8250
302357.3051 -117548766.2482 -315125693.5218 -29162842.2502 -86.5745 -789.2048 -69.8076
302417.3051 -117553959.1150 -315173039.9126 -29167030.1815 -86.5210 -789.0082 -69.7902
302477.3050 -117559148.7740 -315220374.5127 -29171217.0690 -86.4676 -788.8118 -69.7728
302537.3051 -117564335.2279 -315267697.3252 -29175402.9129 -86.4142 -788.6153 -69.7554
302597.3051 -117569518.4793 -315315008.3532 -29179587.7135 -86.3609 -788.4189 -69.7380
302657.3051 -117574698.5308 -315362307.5997 -29183771.4713 -86.3075 -788.2226 -69.7206
302717.3051 -117579875.3851 -315409595.0677 -29187954.1866 -86.2543 -788.0263 -69.7032
302777.3050 -117585049.0448 -315456870.7602 -29192135.8597 -86.2011 -787.8301 -69.6859
302837.3051 -117590219.5126 -315504134.6803 -29196316.4909 -86.1479 -787.6339 -69.6685
302897.3051 -117595386.7910 -315551386.8310 -29200496.0805 -86.0947 -787.4378 -69.6512
302957.3051 -117600550.8828 -315598627.2153 -29204674.6290 -86.0417 -787.2417 -69.6338
303017.3051 -117605711.7906 -315645855.8362 -29208852.1367 -85.9886 -787.0457 -69.6165
303077.3051 -117610869.5169 -315693072.6968 -29213028.6038 -85.9356 -786.8497 -69.5991
303137.3051 -117616024.0645 -315740277.8001 -29217204.0307 -85.8827 -786.6538 -69.5818
303197.3051 -117621175.4360 -315787471.1491 -29221378.4178 -85.8297 -786.4579 -69.5645
303257.3051 -117626323.6340 -315834652.7468 -29225551.7654 -85.7769 -786.2621 -69.5471
303317.3050 -117631468.6612 -315881822.5962 -29229724.0738 -85.7240 -786.0663 -69.5298
303377.3051 -117636610.5202 -315928980.7004 -29233895.3434 -85.6713 -785.8705 -69.5125
303437.3051 -117641749.2136 -315976127.0622 -29238065.5744 -85.6185 -785.6749 -69.4952
303497.3051 -117646884.7441 -316023261.6849 -29242234.7673 -85.5658 -785.4792 -69.4779
303557.3051 -117652017.1143 -316070384.5712 -29246402.9224 -85.5132 -785.2837 -69.4606
303617.3051 -117657146.3268 -316117495.7243 -29250570.0400 -85.4606 -785.0881 -69.4433
303677.3051 -117662272.3844 -316164595.1472 -29254736.1204 -85.4080 -784.8926 -69.4260
303737.3051 -117667395.2896 -316211682.8427 -29258901.1639 -85.3555 -784.6972 -69.4088
303797.3051 -117672515.0451 -316258758.8140 -29263065.1710 -85.3030 -784.5018 -69.3915
303857.3050 -117677631.6535 -316305823.0641 -29267228.1419 -85.2506 -784.3065 -69.3742
303917.3051 -117682745.1175 -316352875.5958 -29271390.0770 -85.1982 -784.1112 -69.3570
303977.3050 -117687855.4397 -316399916.4123 -29275550.9766 -85.1459 -783.9160 -69.3397
304037.3051 -117692962.6227 -316446945.5164 -29279710.8410 -85.0936 -783.7208 -69.3224
304097.3051 -117698066.6692 -316493962.9113 -29283869.6706 -85.0413 -783.5257 -69.3052
304157.3051 -117703167.5818 -316540968.5997 -29288027.4658 -84.9891 -783.3306 -69.2880
304217.3051 -117708265.3633 -316587962.5849 -29292184.2267 -84.9369 -783.1356 -69.2707
304277.3051 -117713360.0161 -316634944.8696 -29296339.9539 -84.8848 -782.9406 -69.2535
304337.3051 -117718451.5430 -316681915.4569 -29300494.6475 -84.8327 -782.7457 -69.2363
304397.3051 -117723539.9465 -316728874.3498 -29304648.3080 -84.7807 -782.5508 -69.2191
304457.3051 -117728625.2295 -316775821.5513 -29308800.9357 -84.7287 -782.3559 -69.2019
304517.3050 -117733707.3944 -316822757.0642 -29312952.5308 -84.6768 -782.1612 -69.1847
304577.3051 -117738786.4439 -316869680.8916 -29317103.0939 -84.6249 -781.9664 -69.1675
304637.3051 -117743862.3807 -316916593.0365 -29321252.6251 -84.5730 -781.7717 -69.1503
304697.3051 -117748935.2075 -316963493.5018 -29325401.1248 -84.5212 -781.5771 -69.1331
304757.3051 -117754004.9268 -317010382.2904 -29329548.5933 -84.4694 -781.3825 -69.1159
304817.3050 -117759071.5413 -317057259.4054 -29333695.0310 -84.4177 -781.1880 -69.0987
304877.3051 -117764135.0536 -317104124.8496 -29337840.4382 -84.3660 -780.9935 -69.0815
304937.3051 -117769195.4665 -317150978.6261 -29341984.8153 -84.3144 -780.7991 -69.0644
304997.3051 -117774252.7825 -317197820.7378 -29346128.1625 -84.2628 -780.6047 -69.0472
305057.3051 -117779307.0043 -317244651.1877 -29350270.4802 -84.2113 -780.4103 -69.0301
305117.3051 -117784358.1345 -317291469.9786 -29354411.7688 -84.1598 -780.2160 -69.0129
305177.3050 -117789406.1758 -317338277.1136 -29358552.0285 -84.1083 -780.0218 -68.9958
305237.3051 -117794451.1308 -317385072.5956 -29362691.2597 -84.0569 -779.8276 -68.9786
305297.3051 -117799493.0022 -317431856.4276 -29366829.4627 -84.0055 -779.6335 -68.9615
305357.3051 -117804531.7926 -317478628.6124 -29370966.6379 -83.9542 -779.4394 -68.9444
305417.3051 -117809567.5047 -317525389.1530 -29375102.7856 -83.9029 -779.2453 -68.9272
305477.3050 -117814600.1411 -317572138.0524 -29379237.9061 -83.8517 -779.0513 -68.9101
305537.3051 -117819629.7045 -317618875.3135 -29383371.9998 -83.8005 -778.8574 -68.8930
305597.3051 -117824656.1975 -317665600.9392 -29387505.0669 -83.7493 -778.6635 -68.8759
305657.3051 -117829679.6228 -317712314.9324 -29391637.1079 -83.6982 -778.4696 -68.8588
305717.3051 -117834699.9829 -317759017.2962 -29395768.1230 -83.6471 -778.2758 -68.8417
305777.3051 -117839717.2806 -317805708.0334 -29399898.1126 -83.5961 -778.0821 -68.8246
305837.3051 -117844731.5186 -317852387.1469 -29404027.0769 -83.5451 -777.8884 -68.8075
305897.3051 -117849742.6994 -317899054.6397 -29408155.0165 -83.4942 -777.6947 -68.7905
305957.3051 -117854750.8257 -317945710.5146 -29412281.9314 -83.4433 -777.5011 -68.7734
306017.3050 -117859755.9001 -317992354.7747 -29416407.8222 -83.3925 -777.3076 -68.7563
306077.3051 -117864757.9254 -318038987.4228 -29420532.6891 -83.3417 -777.1141 -68.7393
306137.3051 -117869756.9041 -318085608.4618 -29424656.5324 -83.2909 -776.9206 -68.7222
306197.3051 -117874752.8390 -318132217.8947 -29428779.3526 -83.2402 -776.7272 -68.7051
306257.3051 -117879745.7326 -318178815.7244 -29432901.1498 -83.1896 -776.5338 -68.6881
306317.3051 -117884735.5877 -318225401.9537 -29437021.9245 -83.1389 -776.3405 -68.6711
306377.3051 -117889722.4068 -318271976.5856 -29441141.6770 -83.0884 -776.1472 -68.6540
306437.3051 -117894706.1926 -318318539.6231 -29445260.4076 -83.0378 -775.9540 -68.6370
306497.3051 -117899686.9478 -318365091.0689 -29449378.1165 -82.9873 -775.7608 -68.6200
306557.3050 -117904664.6751 -318411630.9260 -29453494.8043 -82.9369 -775.5677 -68.6030
306617.3051 -117909639.3770 -318458159.1973 -29457610.4712 -82.8865 -775.3747 -68.5859
306677.3050 -117914611.0563 -318504675.8857 -29461725.1174 -82.8361 -775.1816 -68.5689
306737.3051 -117919579.7156 -318551180.9940 -29465838.7434 -82.7858 -774.9887 -68.5519
306797.3051 -117924545.3575 -318597674.5253 -29469951.3495 -82.7356 -774.7957 -68.5349
306857.3051 -117929507.9848 -318644156.4824 -29474062.9360 -82.6853 -774.6028 -68.5179
306917.3051 -117934467.6000 -318690626.8681 -29478173.5032 -82.6352 -774.4100 -68.5010
306977.3051 -117939424.2058 -318737085.6853 -29482283.0515 -82.5850 -774.2172 -68.4840
307037.3051 -117944377.8049 -318783532.9370 -29486391.5812 -82.5349 -774.0245 -68.4670
307097.3051 -117949328.3999 -318829968.6261 -29490499.0925 -82.4849 -773.8318 -68.4500
307157.3051 -117954275.9936 -318876392.7553 -29494605.5860 -82.4349 -773.6392 -68.4331
307217.3050 -117959220.5884 -318922805.3276 -29498711.0618 -82.3849 -773.4466 -68.4161
307277.3051 -117964162.1872 -318969206.3459 -29502815.5203 -82.3350 -773.2540 -68.3992
307337.3051 -117969100.7926 -319015595.8130 -29506918.9618 -82.2852 -773.0615 -68.3822
307397.3051 -117974036.4072 -319061973.7319 -29511021.3867 -82.2353 -772.8691 -68.3653
307457.3051 -117978969.0337 -319108340.1053 -29515122.7952 -82.1856 -772.6767 -68.3483
307517.3050 -117983898.6747 -319154694.9362 -29519223.1878 -82.1358 -772.4843 -68.3314
307577.3051 -117988825.3329 -319201038.2274 -29523322.5647 -82.0861 -772.2920 -68.3145
307637.3051 -117993749.0111 -319247369.9818 -29527420.9263 -82.0365 -772.0998 -68.2976
307697.3051 -117998669.7117 -319293690.2023 -29531518.2728 -81.9869 -771.9076 -68.2807
307757.3051 -118003587.4375 -319339998.8917 -29535614.6047 -81.9373 -771.7154 -68.2637
307817.3051 -118008502.1912 -319386296.0529 -29539709.9222 -81.8878 -771.5233 -68.2468
307877.3050 -118013413.9754 -319432581.6887 -29543804.2257 -81.8383 -771.3312 -68.2299
307937.3051 -118018322.7928 -319478855.8020 -29547897.5155 -81.7889 -771.1392 -68.2131
307997.3051 -118023228.6461 -319525118.3956 -29551989.7919 -81.7395 -770.9472 -68.1962
308057.3051 -118028131.5378 -319571369.4725 -29556081.0553 -81.6902 -770.7553 -68.1793
308117.3051 -118033031.4707 -319617609.0354 -29560171.3059 -81.6409 -770.5634 -68.1624
308177.3050 -118037928.4475 -319663837.0872 -29564260.5441 -81.5917 -770.3716 -68.1455
308237.3051 -118042822.4708 -319710053.6308 -29568348.7703 -81.5425 -770.1798 -68.1287
308297.3051 -118047713.5432 -319756258.6689 -29572435.9847 -81.4933 -769.9881 -68.1118
308357.3051 -118052601.6675 -319802452.2045 -29576522.1877 -81.4442 -769.7964 -68.0950
308417.3051 -118057486.8463 -319848634.2404 -29580607.3796 -81.3951 -769.6048 -68.0781
308477.3051 -118062369.0823 -319894804.7794 -29584691.5607 -81.3461 -769.4132 -68.0613
308537.3051 -118067248.3781 -319940963.8243 -29588774.7314 -81.2971 -769.2216 -68.0444
308597.3051 -118072124.7364 -319987111.3781 -29592856.8920 -81.2482 -769.0302 -68.0276
308657.3051 -118076998.1600 -320033247.4434 -29596938.0427 -81.1993 -768.8387 -68.0108
308717.3050 -118081868.6513 -320079372.0232 -29601018.1841 -81.1504 -768.6473 -67.9939
308777.3051 -118086736.2132 -320125485.1203 -29605097.3162 -81.1016 -768.4559 -67.9771
308837.3051 -118091600.8483 -320171586.7376 -29609175.4396 -81.0529 -768.2646 -67.9603
308897.3051 -118096462.5592 -320217676.8777 -29613252.5544 -81.0042 -768.0734 -67.9435
308957.3051 -118101321.3487 -320263755.5436 -29617328.6611 -80.9555 -767.8822 -67.9267
309017.3051 -118106177.2193 -320309822.7381 -29621403.7599 -80.9069 -767.6910 -67.9099
309077.3051 -118111030.1739 -320355878.4640 -29625477.8512 -80.8583 -767.4999 -67.8931
309137.3051 -118115880.2150 -320401922.7241 -29629550.9353 -80.8098 -767.3088 -67.8763
309197.3051 -118120727.3453 -320447955.5213 -29633623.0126 -80.7613 -767.1178 -67.8596
309257.3050 -118125571.5676 -320493976.8582 -29637694.0833 -80.7128 -766.9268 -67.8428
309317.3051 -118130412.8844 -320539986.7379 -29641764.1478 -80.6644 -766.7359 -67.8260
309377.3050 -118135251.2985 -320585985.1630 -29645833.2063 -80.6161 -766.5450 -67.8093
309437.3051 -118140086.8124 -320631972.1364 -29649901.2593 -80.5677 -766.3541 -67.7925
309497.3051 -118144919.4290 -320677947.6609 -29653968.3071 -80.5195 -766.1633 -67.7758
309557.3051 -118149749.1509 -320723911.7393 -29658034.3499 -80.4713 -765.9726 -67.7590
309617.3051 -118154575.9808 -320769864.3744 -29662099.3881 -80.4231 -765.7819 -67.7423
309677.3051 -118159399.9212 -320815805.5690 -29666163.4221 -80.3749 -765.5913 -67.7255
309737.3051 -118164220.9750 -320861735.3259 -29670226.4520 -80.3269 -765.4006 -67.7088
309797.3051 -118169039.1448 -320907653.6478 -29674288.4784 -80.2788 -765.2101 -67.6921
309857.3051 -118173854.4333 -320953560.5376 -29678349.5014 -80.2308 -765.0196 -67.6754
309917.3050 -118178666.8431 -320999455.9982 -29682409.5215 -80.1829 -764.8291 -67.6586
309977.3051 -118183476.3770 -321045340.0321 -29686468.5389 -80.1349 -764.6387 -67.6419
310037.3051 -118188283.0375 -321091212.6424 -29690526.5539 -80.0871 -764.4483 -67.6252
310097.3051 -118193086.8275 -321137073.8317 -29694583.5669 -80.0393 -764.2580 -67.6085
310157.3051 -118197887.7496 -321182923.6028 -29698639.5783 -79.9915 -764.0677 -67.5918
310217.3050 -118202685.8064 -321228761.9585 -29702694.5882 -79.9438 -763.8775 -67.5752
310277.3051 -118207481.0007 -321274588.9016 -29706748.5971 -79.8961 -763.6873 -67.5585
310337.3051 -118212273.3351 -321320404.4349 -29710801.6053 -79.8484 -763.4972 -67.5418
310397.3051 -118217062.8124 -321366208.5611 -29714853.6131 -79.8008 -763.3071 -67.5251
310457.3051 -118221849.4351 -321412001.2831 -29718904.6208 -79.7533 -763.1170 -67.5085
310517.3051 -118226633.2061 -321457782.6035 -29722954.6287 -79.7058 -762.9270 -67.4918
310577.3050 -118231414.1279 -321503552.5253 -29727003.6372 -79.6583 -762.7371 -67.4751
310637.3051 -118236192.2033 -321549311.0510 -29731051.6466 -79.6109 -762.5471 -67.4585
310697.3051 -118240967.4350 -321595058.1836 -29735098.6572 -79.5635 -762.3573 -67.4419
310757.3051 -118245739.8256 -321640793.9258 -29739144.6693 -79.5162 -762.1675 -67.4252
310817.3051 -118250509.3779 -321686518.2803 -29743189.6832 -79.4689 -761.9777 -67.4086
310877.3050 -118255276.0945 -321732231.2499 -29747233.6994 -79.4217 -761.7880 -67.3920
310937.3051 -118260039.9781 -321777932.8374 -29751276.7180 -79.3745 -761.5983 -67.3753
310997.3051 -118264801.0314 -321823623.0454 -29755318.7394 -79.3273 -761.4087 -67.3587
311057.3051 -118269559.2571 -321869301.8769 -29759359.7640 -79.2802 -761.2191 -67.3421
311117.3051 -118274314.6580 -321914969.3345 -29763399.7920 -79.2332 -761.0295 -67.3255
311177.3051 -118279067.2366 -321960625.4210 -29767438.8238 -79.1861 -760.8400 -67.3089
311237.3051 -118283816.9957 -322006270.1391 -29771476.8597 -79.1392 -760.6506 -67.2923
311297.3051 -118288563.9380 -322051903.4916 -29775513.9000 -79.0922 -760.4612 -67.2757
311357.3051 -118293308.0661 -322097525.4812 -29779549.9451 -79.0454 -760.2718 -67.2591
311417.3050 -118298049.3829 -322143136.1107 -29783584.9952 -78.9985 -760.0825 -67.2425
311477.3051 -118302787.8909 -322188735.3829 -29787619.0507 -78.9517 -759.8932 -67.2260
311537.3051 -118307523.5929 -322234323.3004 -29791652.1119 -78.9050 -759.7040 -67.2094
311597.3051 -118312256.4915 -322279899.8660 -29795684.1791 -78.8583 -759.5148 -67.1928
311657.3051 -118316986.5895 -322325465.0824 -29799715.2527 -78.8116 -759.3257 -67.1763
311717.3051 -118321713.8896 -322371018.9524 -29803745.3329 -78.7650 -759.1366 -67.1597
311777.3051 -118326438.3945 -322416561.4788 -29807774.4201 -78.7185 -758.9476 -67.1432
311837.3051 -118331160.1068 -322462092.6641 -29811802.5147 -78.6719 -758.7586 -67.1266
311897.3051 -118335879.0293 -322507612.5113 -29815829.6168 -78.6255 -758.5696 -67.1101
311957.3050 -118340595.1647 -322553121.0229 -29819855.7269 -78.5790 -758.3807 -67.0936
312017.3051 -118345308.5156 -322598618.2018 -29823880.8452 -78.5327 -758.1919 -67.0770
312077.3050 -118350019.0849 -322644104.0506 -29827904.9722 -78.4863 -758.0031 -67.0605
312137.3051 -118354726.8751 -322689578.5722 -29831928.1080 -78.4400 -757.8143 -67.0440
312197.3051 -118359431.8890 -322735041.7691 -29835950.2531 -78.3938 -757.6256 -67.0275
312257.3051 -118364134.1294 -322780493.6441 -29839971.4077 -78.3476 -757.4369 -67.0110
312317.3051 -118368833.5988 -322825934.2000 -29843991.5722 -78.3014 -757.2483 -66.9945
312377.3051 -118373530.3000 -322871363.4394 -29848010.7468 -78.2553 -757.0597 -66.9780
312437.3051 -118378224.2358 -322916781.3650 -29852028.9320 -78.2092 -756.8712 -66.9615
312497.3051 -118382915.4088 -322962187.9797 -29856046.1280 -78.1632 -756.6827 -66.9450
312557.3051 -118387603.8218 -323007583.2860 -29860062.3351 -78.1172 -756.4942 -66.9285
312617.3050 -118392289.4774 -323052967.2867 -29864077.5536 -78.0713 -756.3058 -66.9121
312677.3051 -118396972.3784 -323098339.9845 -29868091.7840 -78.0254 -756.1175 -66.8956
312737.3051 -118401652.5275 -323143701.3821 -29872105.0264 -77.9796 -755.9291 -66.8791
312797.3051 -118406329.9273 -323189051.4822 -29876117.2813 -77.9338 -755.7409 -66.8627
312857.3051 -118411004.5807 -323234390.2875 -29880128.5489 -77.8880 -755.5526 -66.8462
312917.3050 -118415676.4903 -323279717.8007 -29884138.8296 -77.8423 -755.3645 -66.8298
312977.3051 -118420345.6588 -323325034.0245 -29888148.1236 -77.7966 -755.1763 -66.8133
313037.3051 -118425012.0890 -323370338.9616 -29892156.4313 -77.7510 -754.9882 -66.7969
313097.3051 -118429675.7836 -323415632.6147 -29896163.7530 -77.7055 -754.8002 -66.7805
313157.3051 -118434336.7453 -323460914.9865 -29900170.0891 -77.6599 -754.6122 -66.7641
