t_sec x_m y_m z_m vx_ms vy_ms vz_ms
219797.3051 -106107843.1641 -237087891.9020 -22238237.1941 -208.8154 -1128.8598 -100.6805
219857.3051 -106120368.0047 -237155613.8852 -22244277.1287 -208.6793 -1128.5396 -100.6507
219917.3051 -106132884.6865 -237223316.6617 -22250315.2789 -208.5434 -1128.2196 -100.6210
219977.3051 -106145393.2154 -237291000.2408 -22256351.6455 -208.4076 -1127.8997 -100.5913
220037.3051 -106157893.5972 -237358664.6318 -22262386.2294 -208.2718 -1127.5800 -100.5615
220097.3051 -106170385.8379 -237426309.8440 -22268419.0316 -208.1362 -1127.2604 -100.5319
220157.3050 -106182869.9432 -237493935.8864 -22274450.0529 -208.0007 -1126.9410 -100.5022
220217.3051 -106195345.9189 -237561542.7679 -22280479.2941 -207.8652 -1126.6217 -100.4725
220277.3050 -106207813.7708 -237629130.4979 -22286506.7563 -207.7299 -1126.3026 -100.4429
220337.3051 -106220273.5047 -237696699.0853 -22292532.4402 -207.5946 -1125.9837 -100.4133
220397.3051 -106232725.1264 -237764248.5395 -22298556.3468 -207.4595 -1125.6648 -100.3836
220457.3051 -106245168.6419 -237831778.8699 -22304578.4769 -207.3244 -1125.3462 -100.3540
220517.3051 -106257604.0567 -237899290.0847 -22310598.8315 -207.1894 -1125.0277 -100.3245
220577.3051 -106270031.3765 -237966782.1934 -22316617.4114 -207.0546 -1124.7093 -100.2949
220637.3051 -106282450.6073 -238034255.2050 -22322634.2175 -206.9198 -1124.3911 -100.2653
220697.3051 -106294861.7548 -238101709.1288 -22328649.2507 -206.7851 -1124.0731 -100.2358
220757.3051 -106307264.8250 -238169143.9741 -22334662.5119 -206.6506 -1123.7551 -100.2063
220817.3050 -106319659.8233 -238236559.7494 -22340674.0019 -206.5161 -1123.4374 -100.1767
220877.3051 -106332046.7556 -238303956.4642 -22346683.7217 -206.3817 -1123.1198 -100.1472
220937.3051 -106344425.6278 -238371334.1274 -22352691.6721 -206.2474 -1122.8023 -100.1178
220997.3051 -106356796.4456 -238438692.7483 -22358697.8541 -206.1132 -1122.4850 -100.0883
221057.3051 -106369159.2148 -238506032.3361 -22364702.2685 -205.9791 -1122.1679 -100.0588
221117.3050 -106381513.9412 -238573352.8999 -22370704.9163 -205.8451 -1121.8509 -100.0294
221177.3051 -106393860.6292 -238640654.4508 -22376705.7998 -205.7111 -1121.5343 -100.0001
221237.3051 -106406199.2789 -238707937.0065 -22382704.9260 -205.5773 -1121.2176 -99.9707
221297.3051 -106418529.9031 -238775200.5655 -22388702.2882 -205.4436 -1120.9011 -99.9413
221357.3051 -106430852.5077 -238842445.1372 -22394697.8874 -205.3099 -1120.5847 -99.9120
221417.3051 -106443167.0984 -238909670.7305 -22400691.7243 -205.1764 -1120.2685 -99.8826
221477.3050 -106455473.6811 -238976877.3548 -22406683.8000 -205.0430 -1119.9524 -99.8533
221537.3051 -106467772.2615 -239044065.0192 -22412674.1152 -204.9097 -1119.6365 -99.8239
221597.3051 -106480062.8453 -239111233.7325 -22418662.6709 -204.7765 -1119.3207 -99.7946
221657.3051 -106492345.4382 -239178383.5040 -22424649.4680 -204.6433 -1119.0051 -99.7653
221717.3051 -106504620.0461 -239245514.3429 -22430634.5073 -204.5103 -1118.6896 -99.7360
221777.3050 -106516886.6747 -239312626.2580 -22436617.7898 -204.3773 -1118.3743 -99.7067
221837.3051 -106529145.3301 -239379719.2585 -22442599.3168 -204.2445 -1118.0591 -99.6775
221897.3051 -106541396.0197 -239446793.3525 -22448579.0904 -204.1118 -1117.7441 -99.6483
221957.3051 -106553638.7513 -239513848.5476 -22454557.1120 -203.9793 -1117.4291 -99.6191
222017.3051 -106565873.5321 -239580884.8512 -22460533.3816 -203.8468 -1117.1143 -99.5899
222077.3051 -106578100.3685 -239647902.2711 -22466507.8993 -203.7144 -1116.7997 -99.5607
222137.3051 -106590319.2662 -239714900.8161 -22472480.6657 -203.5822 -1116.4852 -99.5315
222197.3051 -106602530.2308 -239781880.4953 -22478451.6817 -203.4500 -1116.1708 -99.5024
222257.3051 -106614733.2682 -239848841.3179 -22484420.9484 -203.3179 -1115.8566 -99.4732
222317.3050 -106626928.3841 -239915783.2927 -22490388.4664 -203.1860 -1115.5426 -99.4441
222377.3051 -106639115.5843 -239982706.4289 -22496354.2366 -203.0541 -1115.2287 -99.4149
222437.3051 -106651294.8743 -240049610.7355 -22502318.2599 -202.9223 -1114.9149 -99.3858
222497.3051 -106663466.2599 -240116496.2214 -22508280.5372 -202.7906 -1114.6013 -99.3567
222557.3051 -106675629.7467 -240183362.8955 -22514241.0694 -202.6590 -1114.2879 -99.3277
222617.3051 -106687785.3406 -240250210.7670 -22520199.8573 -202.5275 -1113.9746 -99.2986
222677.3051 -106699933.0473 -240317039.8451 -22526156.9017 -202.3961 -1113.6614 -99.2696
222737.3051 -106712072.8724 -240383850.1385 -22532112.2036 -202.2648 -1113.3484 -99.2405
222797.3051 -106724204.8214 -240450641.6560 -22538065.7638 -202.1335 -1113.0355 -99.2115
222857.3050 -106736328.9000 -240517414.4068 -22544017.5831 -202.0024 -1112.7228 -99.1825
222917.3051 -106748445.1142 -240584168.3999 -22549967.6624 -201.8714 -1112.4103 -99.1535
222977.3050 -106760553.4716 -240650903.6429 -22555916.0041 -201.7407 -1112.0978 -99.1247
223037.3051 -106772653.9867 -240717620.1397 -22561862.6149 -201.6098 -1111.7855 -99.0957
223097.3051 -106784746.6540 -240784317.9055 -22567807.4882 -201.4791 -1111.4734 -99.0667
223157.3051 -106796831.4791 -240850996.9487 -22573750.6249 -201.3484 -1111.1614 -99.0378
223217.3051 -106808908.4675 -240917657.2785 -22579692.0259 -201.2179 -1110.8496 -99.0089
223277.3051 -106820977.6250 -240984298.9034 -22585631.6918 -201.0874 -1110.5379 -98.9800
223337.3051 -106833038.9568 -241050921.8321 -22591569.6237 -200.9570 -1110.2264 -98.9511
223397.3051 -106845092.4687 -241117526.0733 -22597505.8221 -200.8267 -1109.9150 -98.9222
223457.3051 -106857138.1659 -241184111.6355 -22603440.2880 -200.6965 -1109.6038 -98.8933
223517.3050 -106869176.0542 -241250678.5277 -22609373.0222 -200.5664 -1109.2927 -98.8645
223577.3051 -106881206.1388 -241317226.7581 -22615304.0254 -200.4364 -1108.9817 -98.8356
223637.3051 -106893228.4255 -241383756.3358 -22621233.2983 -200.3065 -1108.6709 -98.8068
223697.3051 -106905242.9196 -241450267.2693 -22627160.8418 -200.1767 -1108.3602 -98.7780
223757.3051 -106917249.6266 -241516759.5670 -22633086.6566 -200.0469 -1108.0497 -98.7492
223817.3050 -106929248.5525 -241583233.2384 -22639010.7436 -199.9173 -1107.7394 -98.7204
223877.3051 -106941239.7036 -241649688.2941 -22644933.1037 -199.7878 -1107.4292 -98.6916
223937.3051 -106953223.0855 -241716124.7456 -22650853.7372 -199.6583 -1107.1192 -98.6628
223997.3051 -106965198.7027 -241782542.6038 -22656772.6445 -199.5289 -1106.8094 -98.6341
224057.3051 -106977166.5603 -241848941.8777 -22662689.8262 -199.3997 -1106.4997 -98.6053
224117.3051 -106989126.6639 -241915322.5758 -22668605.2832 -199.2705 -1106.1902 -98.5766
224177.3050 -107001079.0191 -241981684.7072 -22674519.0163 -199.1414 -1105.8808 -98.5479
224237.3051 -107013023.6312 -242048028.2803 -22680431.0263 -199.0124 -1105.5716 -98.5191
224297.3051 -107024960.5058 -242114353.3039 -22686341.3141 -198.8835 -1105.2625 -98.4905
224357.3051 -107036889.6483 -242180659.7866 -22692249.8806 -198.7546 -1104.9536 -98.4618
224417.3051 -107048811.0642 -242246947.7373 -22698156.7265 -198.6259 -1104.6448 -98.4331
224477.3050 -107060724.7590 -242313217.1645 -22704061.8528 -198.4973 -1104.3361 -98.4044
224537.3051 -107072630.7382 -242379468.0768 -22709965.2603 -198.3687 -1104.0276 -98.3758
224597.3051 -107084529.0071 -242445700.4830 -22715866.9498 -198.2403 -1103.7193 -98.3472
224657.3051 -107096419.5713 -242511914.3915 -22721766.9221 -198.1119 -1103.4110 -98.3186
224717.3051 -107108302.4362 -242578109.8116 -22727665.1782 -197.9836 -1103.1030 -98.2900
224777.3051 -107120177.6093 -242644286.7539 -22733561.7193 -197.8556 -1102.7953 -98.2614
224837.3051 -107132045.1032 -242710445.2359 -22739456.5477 -197.7275 -1102.4875 -98.2329
224897.3051 -107143904.9142 -242776585.2553 -22745349.6623 -197.5995 -1102.1798 -98.2043
224957.3051 -107155757.0477 -242842706.8205 -22751241.0641 -197.4716 -1101.8724 -98.1758
225017.3050 -107167601.5093 -242908809.9403 -22757130.7538 -197.3438 -1101.5650 -98.1472
225077.3051 -107179438.3044 -242974894.6235 -22763018.7323 -197.2161 -1101.2578 -98.1187
225137.3051 -107191267.4385 -243040960.8788 -22768905.0006 -197.0884 -1100.9507 -98.0902
225197.3051 -107203088.9168 -243107008.7144 -22774789.5593 -196.9609 -1100.6438 -98.0617
225257.3051 -107214902.7448 -243173038.1390 -22780672.4094 -196.8334 -1100.3370 -98.0333
225317.3051 -107226708.9280 -243239049.1613 -22786553.5517 -196.7060 -1100.0304 -98.0048
225377.3051 -107238507.4715 -243305041.7897 -22792432.9869 -196.5788 -1099.7239 -97.9764
225437.3051 -107250298.3815 -243371016.0321 -22798310.7162 -196.4516 -1099.4175 -97.9479
225497.3051 -107262081.6644 -243436971.8949 -22804186.7409 -196.3245 -1099.1112 -97.9196
225557.3050 -107273857.3257 -243502909.3839 -22810061.0628 -196.1975 -1098.8051 -97.8912
225617.3051 -107285625.3700 -243568828.5058 -22815933.6832 -196.0706 -1098.4990 -97.8628
225677.3050 -107297385.8025 -243634729.2689 -22821804.6030 -195.9438 -1098.1931 -97.8345
225737.3051 -107309138.6286 -243700611.6818 -22827673.8230 -195.8171 -1097.8873 -97.8062
225797.3051 -107320883.8535 -243766475.7528 -22833541.3440 -195.6904 -1097.5817 -97.7779
225857.3051 -107332621.4826 -243832321.4903 -22839407.1670 -195.5639 -1097.2762 -97.7496
225917.3051 -107344351.5211 -243898148.9028 -22845271.2926 -195.4374 -1096.9709 -97.7213
225977.3051 -107356073.9742 -243963957.9987 -22851133.7217 -195.3110 -1096.6657 -97.6930
226037.3051 -107367788.8473 -244029748.7862 -22856994.4551 -195.1847 -1096.3606 -97.6648
226097.3051 -107379496.1457 -244095521.2739 -22862853.4936 -195.0585 -1096.0557 -97.6365
226157.3051 -107391195.8746 -244161275.4703 -22868710.8381 -194.9324 -1095.7509 -97.6083
226217.3050 -107402888.0392 -244227011.3835 -22874566.4894 -194.8064 -1095.4462 -97.5801
226277.3051 -107414572.6448 -244292729.0218 -22880420.4482 -194.6805 -1095.1417 -97.5519
226337.3051 -107426249.6966 -244358428.3938 -22886272.7154 -194.5546 -1094.8374 -97.5237
226397.3051 -107437919.1999 -244424109.5077 -22892123.2918 -194.4288 -1094.5331 -97.4955
226457.3051 -107449581.1600 -244489772.3720 -22897972.1782 -194.3032 -1094.2290 -97.4674
226517.3050 -107461235.5821 -244555416.9949 -22903819.3755 -194.1776 -1093.9251 -97.4392
226577.3051 -107472882.4736 -244621043.3836 -22909664.8859 -194.0523 -1093.6211 -97.4112
226637.3051 -107484521.8485 -244686651.5413 -22915508.7161 -193.9269 -1093.3175 -97.3831
226697.3051 -107496153.7011 -244752241.4826 -22921350.8595 -193.8016 -1093.0139 -97.3550
226757.3051 -107507778.0365 -244817813.2156 -22927191.3169 -193.6763 -1092.7105 -97.3269
226817.3051 -107519394.8598 -244883366.7485 -22933030.0891 -193.5511 -1092.4073 -97.2988
226877.3050 -107531004.1762 -244948902.0894 -22938867.1767 -193.4261 -1092.1041 -97.2708
226937.3051 -107542605.9908 -245014419.2466 -22944702.5805 -193.3011 -1091.8011 -97.2427
226997.3051 -107554200.3088 -245079918.2281 -22950536.3013 -193.1762 -1091.4983 -97.2147
227057.3051 -107565787.1354 -245145399.0422 -22956368.3396 -193.0514 -1091.1956 -97.1866
227117.3051 -107577366.4755 -245210861.6968 -22962198.6963 -192.9266 -1090.8930 -97.1586
227177.3050 -107588938.3344 -245276306.2002 -22968027.3719 -192.8020 -1090.5905 -97.1306
227237.3051 -107600502.7171 -245341732.5604 -22973854.3672 -192.6774 -1090.2882 -97.1026
227297.3051 -107612059.6289 -245407140.7857 -22979679.6828 -192.5530 -1089.9860 -97.0746
227357.3051 -107623609.0748 -245472530.8841 -22985503.3194 -192.4286 -1089.6840 -97.0466
227417.3051 -107635151.0597 -245537902.8640 -22991325.2783 -192.3043 -1089.3821 -97.0187
227477.3051 -107646685.5879 -245603256.7351 -22997145.5621 -192.1800 -1089.0803 -96.9908
227537.3051 -107658212.6627 -245668592.5081 -23002964.1728 -192.0558 -1088.7788 -96.9629
227597.3051 -107669732.2873 -245733910.1932 -23008781.1107 -191.9317 -1088.4774 -96.9350
227657.3051 -107681244.4657 -245799209.8001 -23014596.3750 -191.8076 -1088.1762 -96.9071
227717.3050 -107692749.2025 -245864491.3375 -23020409.9659 -191.6836 -1087.8751 -96.8792
227777.3051 -107704246.5030 -245929754.8135 -23026221.8842 -191.5597 -1087.5741 -96.8514
227837.3051 -107715736.3722 -245995000.2362 -23032032.1307 -191.4359 -1087.2733 -96.8235
227897.3051 -107727218.8153 -246060227.6139 -23037840.7062 -191.3122 -1086.9726 -96.7957
227957.3051 -107738693.8375 -246125436.9546 -23043647.6115 -191.1886 -1086.6721 -96.7678
228017.3051 -107750161.4439 -246190628.2667 -23049452.8475 -191.0650 -1086.3717 -96.7400
228077.3051 -107761621.6398 -246255801.5582 -23055256.4149 -190.9415 -1086.0714 -96.7122
228137.3051 -107773074.4301 -246320956.8374 -23061058.3144 -190.8182 -1085.7713 -96.6844
228197.3051 -107784519.8200 -246386094.1124 -23066858.5470 -190.6949 -1085.4713 -96.6567
228257.3050 -107795957.8148 -246451213.3912 -23072657.1134 -190.5716 -1085.1714 -96.6289
228317.3051 -107807388.4194 -246516314.6821 -23078454.0144 -190.4485 -1084.8717 -96.6011
228377.3050 -107818811.6375 -246581397.9954 -23084249.2524 -190.3253 -1084.5723 -96.5736
228437.3051 -107830227.4687 -246646463.3471 -23090042.8341 -190.2024 -1084.2728 -96.5458
228497.3051 -107841635.9250 -246711510.7352 -23095834.7528 -190.0795 -1083.9735 -96.5181
228557.3051 -107853037.0117 -246776540.1679 -23101625.0093 -189.9567 -1083.6743 -96.4904
228617.3051 -107864430.7338 -246841551.6531 -23107413.6044 -189.8340 -1083.3752 -96.4627
228677.3051 -107875817.0963 -246906545.1989 -23113200.5388 -189.7114 -1083.0763 -96.4351
228737.3051 -107887196.1045 -246971520.8135 -23118985.8134 -189.5889 -1082.7775 -96.4074
228797.3051 -107898567.7634 -247036478.5049 -23124769.4289 -189.4664 -1082.4789 -96.3798
228857.3051 -107909932.0779 -247101418.2812 -23130551.3862 -189.3441 -1082.1804 -96.3521
228917.3050 -107921289.0532 -247166340.1502 -23136331.6860 -189.2218 -1081.8820 -96.3245
228977.3051 -107932638.6944 -247231244.1201 -23142110.3290 -189.0996 -1081.5837 -96.2969
229037.3051 -107943981.0064 -247296130.1989 -23147887.3162 -188.9775 -1081.2856 -96.2693
229097.3051 -107955315.9943 -247360998.3944 -23153662.6482 -188.8555 -1080.9876 -96.2417
229157.3051 -107966643.6632 -247425848.7149 -23159436.3259 -188.7335 -1080.6898 -96.2142
229217.3050 -107977964.0179 -247490681.1679 -23165208.3499 -188.6117 -1080.3920 -96.1866
229277.3051 -107989277.0636 -247555495.7616 -23170978.7212 -188.4899 -1080.0944 -96.1591
229337.3051 -108000582.8053 -247620292.5039 -23176747.4404 -188.3682 -1079.7970 -96.1316
229397.3051 -108011881.2479 -247685071.4027 -23182514.5084 -188.2466 -1079.4997 -96.1040
229457.3051 -108023172.3965 -247749832.4659 -23188279.9260 -188.1251 -1079.2025 -96.0765
229517.3051 -108034456.2560 -247814575.7015 -23194043.6938 -188.0036 -1078.9054 -96.0491
229577.3050 -108045732.8315 -247879301.1173 -23199805.8127 -187.8823 -1078.6085 -96.0216
229637.3051 -108057002.1278 -247944008.7212 -23205566.2835 -187.7610 -1078.3117 -95.9941
229697.3051 -108068264.1500 -248008698.5212 -23211325.1068 -187.6398 -1078.0150 -95.9667
229757.3051 -108079518.9031 -248073370.5251 -23217082.2836 -187.5187 -1077.7185 -95.9392
229817.3051 -108090766.3921 -248138024.7408 -23222837.8146 -187.3976 -1077.4221 -95.9118
229877.3050 -108102006.6220 -248202661.1764 -23228591.7005 -187.2767 -1077.1258 -95.8844
229937.3051 -108113239.5976 -248267279.8396 -23234343.9421 -187.1558 -1076.8297 -95.8570
229997.3051 -108124465.3240 -248331880.7383 -23240094.5402 -187.0351 -1076.5337 -95.8296
230057.3051 -108135683.8063 -248396463.8806 -23245843.4955 -186.9144 -1076.2378 -95.8022
230117.3051 -108146895.0492 -248461029.2742 -23251590.8089 -186.7937 -1075.9420 -95.7749
230177.3051 -108158099.0564 -248525576.9292 -23257336.4827 -186.6731 -1075.6466 -95.7477
230237.3051 -108169295.8272 -248590106.8615 -23263080.5236 -186.5526 -1075.3511 -95.7203
230297.3051 -108180485.3735 -248654619.0691 -23268822.9249 -186.4323 -1075.0558 -95.6930
230357.3051 -108191667.7005 -248719113.5593 -23274563.6873 -186.3120 -1074.7606 -95.6657
230417.3050 -108202842.8129 -248783590.3403 -23280302.8115 -186.1918 -1074.4655 -95.6384
230477.3051 -108214010.7159 -248848049.4201 -23286040.2985 -186.0717 -1074.1705 -95.6111
230537.3051 -108225171.4142 -248912490.8063 -23291776.1489 -185.9516 -1073.8757 -95.5839
230597.3051 -108236324.9129 -248976914.5068 -23297510.3634 -185.8317 -1073.5810 -95.5566
230657.3051 -108247471.2168 -249041320.5294 -23303242.9429 -185.7118 -1073.2864 -95.5294
230717.3051 -108258610.3309 -249105708.8820 -23308973.8882 -185.5920 -1072.9920 -95.5021
230777.3051 -108269742.2601 -249170079.5722 -23314703.1999 -185.4723 -1072.6977 -95.4749
230837.3051 -108280867.0092 -249234432.6078 -23320430.8788 -185.3527 -1072.4035 -95.4477
230897.3051 -108291984.5833 -249298767.9970 -23326156.9258 -185.2331 -1072.1095 -95.4205
230957.3050 -108303094.9871 -249363085.7470 -23331881.3415 -185.1137 -1071.8156 -95.3933
231017.3051 -108314198.2256 -249427385.8660 -23337604.1267 -184.9943 -1071.5218 -95.3662
231077.3050 -108325294.3037 -249491668.3617 -23343325.2823 -184.8750 -1071.2281 -95.3390
231137.3051 -108336383.2263 -249555933.2418 -23349044.8089 -184.7558 -1070.9346 -95.3119
231197.3051 -108347464.9983 -249620180.5143 -23354762.7072 -184.6366 -1070.6412 -95.2847
231257.3051 -108358539.6245 -249684410.1866 -23360478.9782 -184.5176 -1070.3479 -95.2576
231317.3051 -108369607.1101 -249748622.2674 -23366193.6225 -184.3986 -1070.0548 -95.2305
231377.3051 -108380667.4599 -249812816.7640 -23371906.6410 -184.2797 -1069.7618 -95.2034
231437.3051 -108391720.6788 -249876993.6847 -23377618.0343 -184.1609 -1069.4689 -95.1764
231497.3051 -108402766.7717 -249941153.0367 -23383327.8033 -184.0422 -1069.1762 -95.1493
231557.3051 -108413805.7435 -250005294.8282 -23389035.9487 -183.9235 -1068.8836 -95.1222
231617.3050 -108424837.5993 -250069419.0674 -23394742.4713 -183.8050 -1068.5911 -95.0952
231677.3051 -108435862.3440 -250133525.7623 -23400447.3719 -183.6865 -1068.2988 -95.0682
231737.3051 -108446879.9825 -250197614.9204 -23406150.6512 -183.5681 -1068.0065 -95.0411
231797.3051 -108457890.5195 -250261686.5495 -23411852.3099 -183.4498 -1067.7145 -95.0141
231857.3051 -108468893.9600 -250325740.6574 -23417552.3490 -183.3316 -1067.4225 -94.9872
231917.3050 -108479890.3090 -250389777.2522 -23423250.7690 -183.2134 -1067.1307 -94.9602
231977.3051 -108490879.5700 -250453796.3439 -23428947.5724 -183.0952 -1066.8392 -94.9334
232037.3051 -108501861.7419 -250517797.9482 -23434642.7658 -182.9772 -1066.5476 -94.9064
232097.3051 -108512836.8370 -250581782.0626 -23440336.3426 -182.8593 -1066.2562 -94.8795
232157.3051 -108523804.8598 -250645748.6947 -23446028.3034 -182.7415 -1065.9649 -94.8526
232217.3051 -108534765.8152 -250709697.8522 -23451718.6490 -182.6237 -1065.6737 -94.8256
232277.3050 -108545719.7082 -250773629.5428 -23457407.3800 -182.5061 -1065.3827 -94.7987
232337.3051 -108556666.5435 -250837543.7742 -23463094.4974 -182.3885 -1065.0917 -94.7718
232397.3051 -108567606.3258 -250901440.5540 -23468780.0018 -182.2710 -1064.8009 -94.7450
232457.3051 -108578539.0599 -250965319.8896 -23474463.8939 -182.1535 -1064.5103 -94.7181
232517.3051 -108589464.7505 -251029181.7885 -23480146.1745 -182.0362 -1064.2197 -94.6913
232577.3050 -108600383.4024 -251093026.2581 -23485826.8442 -181.9189 -1063.9293 -94.6644
232637.3051 -108611295.0202 -251156853.3061 -23491505.9039 -181.8017 -1063.6390 -94.6376
232697.3051 -108622199.6089 -251220662.9401 -23497183.3543 -181.6846 -1063.3488 -94.6108
232757.3051 -108633097.1731 -251284455.1675 -23502859.1961 -181.5676 -1063.0588 -94.5840
232817.3051 -108643987.7173 -251348229.9954 -23508533.4300 -181.4506 -1062.7688 -94.5572
